,ig_page,ig_post_date,ig_content,ig_like_cnt,ig_comment_cnt,ig_extract_date
5,bowtiehongkong,2 weeks ago,"
                        除咗遮風擋雨，Bowtie共享遮仲可以防UV！ ⛱☀️☀️ 呢排雖然無落雨，但係keep住酷熱天氣警告同紫外線放題 🥵⚠️☄️ 出陣街就會黑咗兩度。

學天文台話齋，大家要適當防曬 🧴 🕶⛱，減低紫外線對皮膚🧴同眼睛 👀 嘅傷害啊！

用完共享遮嘅，得閒可以還返嚟 @bowcoffee.hk  ！我哋會請你飲返杯啡消消暑以示感謝 🤗 

 #你嗰邊落雨啫  #我呢邊無喎  #做好防曬  #防UV  #保護皮膚  #保護眼睛  #減低皮膚癌風險  #減低白內障風險  #日曬雨淋都有Bowtie  #Bowtie為你遮風擋雨擋UV  #Bowtie免費共享遮  #每人限取一把  #攞遮還遮攞咖啡  #免費咖啡只限bowtie遮同bowcoffee  #有人幫無人sell

記住以下取遮點 ✅

📍Bow Coffee
香港灣仔皇后大道東58-64號帝后商業中心地下A-D舖
@bowcoffee.hk  

📍Bowtie & JP Health
灣仔軒尼詩道 8-12 號中港大廈地下 B 號舖
@bowtiejphealth  

🤝🏻 Crew Coffee
灣仔皇后大道東156-164號安興大廈地下9A號舖
@crewcoffee.hk  

🤝🏻 MKK 馬景記印刷有限公司
灣仔蘭杜街2號地下 麗都大廈6號舖
https://www.makingkee.com/zh 
                    ",51        ,0        ,20221003
6,bowtiehongkong,3 weeks ago,"
                        又到月餅節喇 🌝 🥮 Bowtie 預祝大家中秋節快樂，人月兩團圓 🙆🏻‍♀️🙆🏻‍♂️ 

 #3日假希望大家食得晒啲月餅😆
 #唔使成個禮拜月餅當飯食 

 #Bowtie  #祝大家中秋節快樂 #MakeInsuranceGoodAgain 
                    ",44        ,0        ,20221003
7,bowtiehongkong,3 weeks ago,"
                        再多一個共享取遮點！☔️☔️ 多謝馬景記印刷有限公司 (灣仔分店) 加盟支持 Bowtie 共享遮計劃 💪🏻 一齊為大家遮風擋雨 ☔️

馬景記成立於1950年， 而灣仔分店喺1980年代正式開業，係一間具有豐富晒圖影印經驗嘅印刷公司。作為滿佈寫字樓同住宅嘅灣仔區，馬景記既係唔少白領嘅好幫手，亦喺日常生活中為唔少街坊帶嚟文書上嘅便利 🤗 簡單啲講，有嘢想印，大家會即刻諗起「馬景」🤘🏻

而家喺馬景記都可以攞到共享遮以備不時之需喇！💪🏻 今日天氣都好好，歡迎大家得閒隨時過 @bowcoffee.hk  還遮順便飲咖啡 ☕ 一齊幫下一個有需要嘅人

仲有以下共享取遮點 ✅

📍Bow Coffee
香港灣仔皇后大道東58-64號帝后商業中心地下A-D舖
@bowcoffee.hk  

📍Bowtie & JP Health
灣仔軒尼詩道 8-12 號中港大廈地下 B 號舖
@bowtiejphealth  

🤝🏻 Crew Coffee
灣仔皇后大道東156-164號安興大廈地下9A號舖
@crewcoffee.hk  

🤝🏻 MKK 馬景記印刷有限公司
灣仔蘭杜街2號地下 麗都大廈6號舖
https://www.makingkee.com/zh

 #天有不測風雲  #Bowtie為你遮風擋雨  #Bowtie免費共享遮  #每人限取一把  #攞遮還遮攞咖啡  #免費咖啡只限bowtie遮同bowcoffee  #有人幫無人sell 
                    ",72        ,0        ,20221003
8,bowtiehongkong,4 weeks ago,"
                        多謝 John Tsang 曾俊華將我哋共享遮呢個社會實驗同更多朋友分享，我哋希望可以為身邊嘅人同社區做多少少 💪🏻 呢兩日開始見返陽光，仲有少少秋風㖭！歡迎大家得閒隨時過嚟還遮順便飲咖啡 ☕ 一齊幫下一個有需要嘅人 🤗

不過嚟緊都有機會落雨，大家出街記住留意天氣喇，有需要可以嚟我哋嘅取遮點 ☂️

📍Bow Coffee
香港灣仔皇后大道東58-64號帝后商業中心地下A-D舖 
@bowcoffee.hk  

📍Bowtie & JP Health 
灣仔軒尼詩道 8-12 號中港大廈地下 B 號舖
@bowtiejphealth 

🤝🏻 Crew Coffee 
灣仔皇后大道東156-164號安興大廈地下9A號舖
@crewcoffee.hk  

 #天有不測風雲  #Bowtie為你遮風擋雨  #Bowtie免費共享遮  #每人限取一把  #攞遮還遮攞咖啡  #免費咖啡只限bowtie遮同bowcoffee  #有人幫無人sell 
                    ",133        ,0        ,20221003
9,bowtiehongkong,1 month ago,"
                        街頭攞☂️街尾還☂️  #皇后大道東

多謝 @crewcoffee.hk  支持 Bowtie 共享遮計劃！一齊為大家遮吓風擋吓雨☔️☔️

而家喺 @crewcoffee.hk  都可以攞到共享遮以備不時之需喇！🤗 

仲有以下兩個共享取遮點 ✅

📍Bow Coffee 
香港灣仔皇后大道東58-64號帝后商業中心地下A-D舖

📍Bowtie & JP Health
灣仔軒尼詩道 8-12 號中港大廈地下 B 號舖

喜歡呢個意念嘅希望你可以分享出去，俾更多人知，一齊互相幫助💪🏻 

 #Bowtie免費共享遮  #為你遮風擋雨  #街尾攞遮  #街尾還遮攞咖啡  #又得  #免費咖啡只限Bowtie遮同BowCoffee  #每人限取一把  #有人幫無人sell 
                    ",70        ,1        ,20221003
10,bowtiehongkong,1 month ago,"
                        連續落左三日雨 ☔️ 今日終於有返啲太陽喇🌞

認住我哋兩個共享取遮點 @bowcoffee.hk  同 @bowtiejphealth  ，有需要就過嚟攞還攞啦 🤗

📍Bow Coffee
香港灣仔皇后大道東58-64號帝后商業中心地下A-D舖

📍Bowtie & JP Health
灣仔軒尼詩道 8-12 號中港大廈地下 B 號舖

為咗多謝還遮嘅你，我哋會即時請你飲杯咖啡！☕️ (記得直接還畀 Bow Coffee 嘅咖啡師)

喜歡呢個意念嘅希望你可以分享出去，俾更多人知，一齊互相幫助💪🏻

 #Bowtie免費共享遮  #為你遮風擋雨  #攞遮還遮攞咖啡  #免費咖啡只限Bowtie遮  #每人限取一把  #有人幫無人sell 
                    ",70        ,0        ,20221003
11,bowtiehongkong,1 month ago,"
                        今日繼續突然落大雨🌧️😯 我哋同事們一齊出動將共享遮分發俾附近有需要嘅朋友！短短半個鐘，卻十分感動！希望共享遮可以繼續傳開去，一個傳一個俾有需要嘅人！

認同嘅希望你都可以將呢個意念分享出去，俾更多人知道，用心互相幫助 🙌🏼 💪🏼 

記住我哋兩個共享遮取遮點 @bowcoffee.hk 同 @bowtiejphealth  啊！為咗多謝還遮嘅你，我哋會兌現承諾，即時請你飲杯咖啡！☕️ (記得直接還畀 Bow Coffee 嘅咖啡師)

📍Bow Coffee
香港灣仔皇后大道東58-64號帝后商業中心地下A-D舖

📍Bowtie & JP Health
灣仔軒尼詩道 8-12 號中港大廈地下 B 號舖

 #Bowtie免費共享遮  #為你遮風擋雨  #免費咖啡只限Bowtie遮  #每人限取一把  #有人幫無人sell  #makeinsurancegoodagain 
                    ",180        ,4        ,20221003
0,axahongkong,5 hours ago,"
                        【C You Soon🎶】C AllStar即將舉行首個大型戶外聖誕音樂盛宴！ 

AXA安盛冠名贊助演唱會🎤一浪接一浪! 集合吧 ，C AllFans⭐！

每年聖誕於街頭快閃報佳音，幾乎係 @c_allstar  每年與歌迷之約。相隔數年，C AllStar再次「找數」，甚至移師到更大的戶外舞台 - 會喺「AXA x WONDERLAND」(安盛 x 竹翠公園) 同大家見面😎🎉！

AXA安盛好榮幸可以冠名贊助C AllStar嘅戶外演唱會😆 ! C AllStar揚言將為歌迷打造最難忘嘅聖誕🎅🏻，並透露今次音樂會必定會有耳熟能詳嘅熱門歌🎼，誓要與歌迷於冬日氛圍下一同大合唱🥳! C AllFans⭐記得準時撲飛啦！

《AXA安盛呈獻：Harbour The Sonic - Let It Snow C AllStar Live 2022》
日期：2022年12月23至25日 (共3場)
時間：晚上8時
地 點：AXA x WONDERLAND | 安盛 x 竹翠公園 (位於西九文化區苗圃公園）
票價：HKD888/HKD688/HKD488
優先購票及公開發售網址：http://tix-get-go.kktix.cc

 #AXA安盛  #AXAxWONDERLAND  #安盛x竹翠公園  #西九文化區  #CAllStar 
                    ",101        ,6        ,20221003
1,axahongkong,7 hours ago,"
                        【等到喇等到喇🎶】洪嘉豪即將舉行首個個人演唱會！ 

召集各位「院友」🕺🏻，@hungkaho 首個戶外個唱即將登陸由AXA安盛命名嘅「AXA x WONDERLAND」(安盛 x 竹翠公園)😎，用音樂同大家度過一個愉快嘅晚上🎉！

作為冠名贊助，AXA安盛當然會全力支持「院長」😆，等佢可以喺台上展現主角光環！約定你，AXA x WONDERLAND見🧡!

《AXA安盛呈獻：The Cycle Of… Kaho Hung Live 2022》
日期：2022年11月12至13日 (共2場)
地 點：AXA x WONDERLAND | 安盛 x 竹翠公園 (位於西九文化區苗圃公園）
時間：晚上8時15分
票價：HKD780/HKD580

恒生Mastercard客戶優先訂票
優先訂票日期: 2022年10月10日(上午11時) 至10月12日 (晚上11時59分)

公開發售
發售日期: 2022年10月19日
訂票渠道：TIX-GET-GO.KKTIX.CC

 #AXA安盛  #AXAxWONDERLAND  #安盛x竹翠公園  #西九文化區  #洪嘉豪 
                    ",307        ,31        ,20221003
2,axahongkong,10 hours ago,"
                        【Gareth. T話你知，健康可以Guarantee有回報！】

由隨性R&B💫到浪漫情歌🎼，人氣唱作人 @gareth_tong  （湯令山）每次都令人有種「估佢唔到」嘅感覺！而今次係Gareth首次擔正保險廣告，一人分飾兩角，包括緊張不安嘅病人以及專業型格嘅Dr T，再一次為大家帶嚟驚喜💥❗

唔單止Gareth破格，全新AXA安盛嘅「醫保值附加契約💊」同樣破格，由Dr T 話你知預繳AXA安盛醫保保費，每年可賺高達4️⃣％利息*💰，回報全港最高^🌟，真係Guarantee有利息賺咁好！健康，原來可以「寫包單」有回報🤘🏻✨！

AXA安盛全新「醫保值附加契約💊」，其創新特點包括：
✔️ 每年高達4%保證利息*，回報全港最高^
✔️ 預先繳款安排，額外4%保證優惠年利率*
✔️ 可選擇預繳醫保年繳保費之3倍或5倍
✔️ 住院現金保險賠償長達1,000日
✔️ 申請簡便，無需驗身
✔️ 無需等待至保單週年日，所有合資格AXA 安盛醫療保障計劃客戶亦可申請！

📣而家投保更享高達6個月嘅保費回贈✨，立即Click入嚟了解更多：https://bit.ly/3SGiLHt

受條款及細則約束。詳情請參閱網站連結內的產品說明書及推廣資料。
*4%利息是指指定期內獲取。
^ 此乃根據保險業監管局獲授權的保險人登記冊中，經營綜合業務及長期業務的保險公司提供可於2022年8月31日承接新保險業務保單申請的短期儲蓄產品進行比較。
 #AXA安盛  #醫保值附加契約  #全新醫保附加契約 
                    ",86        ,5        ,20221003
3,axahongkong,6 days ago,"
                        【0+3 想放個悠長假期？🤩】

最近入境檢疫政策再度放寬，由「3️⃣＋4️⃣」改為「0️⃣＋3️⃣」，旅客抵港後可以返屋企或於自選酒店進行三日醫學監察。呢個最新嘅安排，相信一定令大家心郁郁想即刻出遊喇！🙌🏻

而AXA安盛已經整合咗未來幾個月嘅「請假攻略 」，幫大家計過度過點樣請假先可以自製長假期，為自己充充電！

不過開心出遊嘅同時，其實感染嘅風險依然存在⚠️！所以出發前除咗計劃好行程，買埋涵蓋新冠肺炎嘅旅遊保險就更好啦🙆🏻‍♀️！如果喺外地不幸確診，AXA 安盛嘅「卓越」豐盛優遊樂仲會助你應付醫療開支🩺，醫療費用保額高達100萬港元💰！

想知更多旅遊保險嘅貼心保障，立即入呢度了解更多啦：https://bit.ly/3DWUWXW

受有關條款及細則約束。詳情請參閱網站連結內的產品資料。

參考資料：
https://bit.ly/3dH0CdQ
https://bit.ly/3DKKiU2

 #AXA安盛  #卓越豐盛優遊樂  #0加3  #請假攻略 
                    ",41        ,1        ,20221003
4,axahongkong,6 days ago,"
                        【AXA安盛新一位合作嘅artist係⋯⋯🤔】

AXA安盛即將推出全新醫保產品，而呢位戴咗口罩嘅神秘人，就係今次同我哋合作嘅artist🌟！你以為佢會除低口罩⋯⋯點知貪玩嘅佢原來仲有下一個口罩😷🪄！

如果你已經估到佢係邊個💡，就快啲留言同我哋分享啦！想知佢今次有咩搞作，就記得留意10月3日AXA安盛嘅Facebook專頁喇！ Guarantee有驚喜！

 #AXA安盛  #無限口罩  #全新醫保附加契約 
                    ",102        ,3        ,20221003
5,axahongkong,1 week ago,"
                        【「擁抱生活 四重激賞」 Emma by AXA抽獎活動】過3關，贏4獎🎁

AXA安盛「擁抱生活 四重激賞」抽獎活動正式開始！唔使任何消費，無論你有冇AXA安盛嘅保單都好，只要用手機登入Emma by AXA應用程式即可參加📱！ 

遊戲共3關，每關都設有唔同主題，只需回答幾條簡單選擇題即可進入即時抽獎或自選獎賞*✨， 即抽即中禮品包括超市現金券、外賣平台現金券、連鎖咖啡店現金券、免費90日自選保障等❤️！

只要喺11月30日或之前完成晒3關，仲可以登記👉👉終極大抽獎👈 👈，有機會贏取雙人香港直升機🚁及英式下午茶之旅🍰🍩🍨🥂、智能電話📱、酒店禮品卡等豐富獎品🎁！

📣參加方法：
1. 下載Emma by AXA手機App及完成註冊程序：https://emmabyaxa.page.link/emmafb1
2. 前往「擁抱生活 四重激賞」頁面，按指示開設玩家檔案
3. 完成每關遊戲就可以進行即時抽獎或自選獎賞

第1關已經開始咗喇！唔想miss任何抽獎機會？即刻mark低埋以下重要日子啦！❤️
🗓第2關：10月8日開始
🗓第3關：11月8日開始
🗓終極大抽獎：12月6日

入嚟了解更多活動詳情：https://bit.ly/3f44N3N

*受條款及細則約束。推廣生意的競賽牌照號碼: 56072-4

 #AXA安盛  #EmmabyAXA  #擁抱生活四重激賞 
                    ",34        ,0        ,20221003
6,axahongkong,2 weeks ago,"
                        【「玩轉『利』主場」第二集】窺探利記「秘密基地」👀 隨時贏走簽名波衫！

利物浦球員踢波大家就見得多，但訓練背後嘅生活你又知幾多呢🤔? 
比賽前飲食上有咩要注意？最揀飲擇食嘅球員係邊位你又知唔知😜？

AXA安盛作為利物浦嘅官方主要夥伴，特別為球迷走訪平時冇對外開放嘅地方😎！今集我哋就帶大家睇吓佢地嘅「秘密基地」，同時請到其中一位「幕後功臣」── 主隊廚師 Tom Anglesey👨🏻‍🍳 同大家講吓球員嘅飲食習慣！

🎥睇完片記得留言參加有獎遊戲！只要話我哋知「如果你可以同一位利物浦球員一齊喺AXA Training Centre體驗一日，你會揀邊個？同埋做乜嘢？」，最有創意嘅留言就有機會贏取豐富嘅禮品包括傳奇人物Ian Rush嘅簽名波衫！🤩

🕹遊戲玩法： 
1️⃣ Like 「AXA 安盛 - Hong Kong and Macau」Facebook專頁同呢個Post
2️⃣ 喺留言位置回答呢個問題：「如果你可以同一位利物浦球員一齊喺AXA Training Centre體驗一日，你會揀邊個？同埋做乜嘢？」📝答案範例：「Firmino，我想同佢踢波+食牛肉漢堡！」
3️⃣ Tag兩位利迷朋友
4️⃣ AXA安盛將挑選出5個最有創意嘅答案
5位得獎者分別可獲得：
🏆大獎：Ian Rush親筆簽名「復古1984主場球衣」（1名）
🏆二獎：Ian Rush親筆簽名「LFC The Anfield Song歌集」（共4名）
活動截止日期︰2022年9月16日正午12時

📣咁難得嘅機會點可以錯過，快啲去AXA安盛Facebook專頁留言參加遊戲，就有機會贏到喇🎊 ！

下一集「玩轉『利』主場」仲會有３位主隊球星🤩帶我哋去Anfield唔同嘅地方參觀，包括我哋嘅 AXA Box！大家一定要記得Like👍我哋嘅專頁，咁就唔會錯過任何內容喇！

 #AXA安盛  #利物浦  #官方主要合作夥伴  #有獎遊戲 
                    ",14        ,0        ,20221003
7,axahongkong,3 weeks ago,"
                        【AXA安盛祝大家中秋節快樂！ 】

一年容易又中秋🌕，AXA安盛祝大家有個愉快嘅賞月夜🎑！適逢今年中秋有個長假期，不妨花多啲時間陪吓屋企人及身邊摯愛，一齊食住月餅賞月🥮，享受天倫之樂🎡！

最近因為疫情回升，好多傳統活動例如大坑舞火龍🐉、大澳花燈節🏮未能夠舉辦，所以喺度提提大家，去各種中秋活動前記得睇清楚會否如常舉行呀🌟！

 #AXA安盛  #中秋節快樂  #人月兩團圓 
                    ",66        ,0        ,20221003
8,axahongkong,1 month ago,"
                        【Kenneth生活百保】10秒鐘保險雜誌⏱️─ 家居篇！

🙋🏻‍♀️：「打風打到連屋都住唔到，有咩係你哋包㗎🏚️？」
🙋🏻‍♀️：「屋企俾人爆格又有冇得賠💰？」
🙋🏻‍♀️：「家居保係業主買，定租客買㗎🤯？」

好多人都會投放唔少金錢同心思去建立舒適嘅安樂窩，但家居意外隨時話嚟就嚟💦

當以上情況發生嘅時候，你又清唔清楚幾時保，幾時唔保呢🤔？面對家居保嘅種種疑問，唔使上網慢慢搵資料，呢條片10秒鐘🌟內就為你解答清楚！

「Kenneth生活百保」已經整合好有關家居保險嘅常見問題，幫你為未知嘅意外諗多步，一齊守護你嘅安樂窩🏠！想自己嘅居所有更全面嘅保障，就要記得投保「卓越」豐盛優居樂喇🏠💕！

由即日起至8月31日投保更可享75折優惠🎁！立即了解更多「卓越」豐盛優居樂嘅詳情：
https://bit.ly/3oRrJoi

受條款及細則約束。詳情請參閱網站連結內的產品說明書及推廣資料。

 #AXA安盛  #10秒鐘保險雜誌  #家居安全須知   #Kenneth生活百保 
                    ",19        ,0        ,20221003
9,axahongkong,1 month ago,"
                        【Kenneth生活百保】10秒鐘保險雜誌⏱— 旅遊篇！

🙋🏻‍♀️：「行李唔見咗有冇得Claim🧳？」
🙋🏻‍♀️：「同行屋企人喺旅行期間中咗新冠肺炎，搞到要取消行程回港，包唔包？」
🙋🏻‍♀️：「返港航班取消咗，咁點算好✈️？」

今時今日去旅行，除咗要睇定有咩好食好玩，仲有好多嘢要考慮㗎！好似以上情況咁，你又知唔知幾時保，幾時唔保呢🧐？面對呢堆疑問，唔使咁迷茫嘅！睇睇呢度，只需10秒鐘就知道保定唔保🌟！

「Kenneth生活百保」今次就幫你整理好一啲有關旅遊保險嘅常見問題。想玩得安心又盡情，記得投保AXA安盛「卓越」豐盛優遊樂🎓！

而家投保仲有75折優惠🎁，立即了解更多「卓越」豐盛優遊樂嘅詳情：https://bit.ly/3oBhyUQ

受條款及細則約束。詳情請參閱網站連結內的產品說明書及推廣資料。

 #AXA安盛  #10秒鐘保險雜誌  #旅遊須知  #Kenneth生活百保 
                    ",26        ,0        ,20221003
10,axahongkong,1 month ago,"
                        【Kenneth生活百保】10秒鐘保險雜誌⏱— 留學篇！

🙋🏻‍♀️：「到底留學期間去旅行受唔受保🧳？」
🙋🏻‍♀️：「玩熱氣球滑雪包唔包⛷？」
🙋🏻‍♀️：「海外兼職又有冇保障？」
🙋🏻‍♀️：「返香港探親又保唔保呢✈️？」

好多父母都會為即將出國嘅仔女購買海外升學保，但以上情況你又知唔知幾時保，幾時唔保呢🧐？面對呢堆疑問，唔使上網左摷右摷！只需10秒鐘🌟就知道保定唔保！

「Kenneth生活百保」已經整合好常見問題，一一為你解答🤓，幫你喺出國之前釐清所有概念。想留學子女生活有更好保障，記得投保AXA安盛「卓越」海外升學樂🎓！

而家投保仲有9折優惠🎁，立即了解更多「卓越」海外升學樂嘅詳情：https://bit.ly/3nYzpVt

受條款及細則約束。詳情請參閱網站連結內的產品說明書及推廣資料。

 #AXA安盛  #10秒鐘保險雜誌  #留學須知  #Kenneth生活百保 
                    ",38        ,0        ,20221003
11,axahongkong,2 months ago,"
                        【食飯順序決定血糖高低🍽️！】

明明每日食嘅餐單已經好健康🥗，點解一食完仲係好眼瞓🤔？可能係同進食順序有關💡！

食飯順序唔正確，會令你嘅血糖同胰島素分泌上升！想食得飽同時避免血糖升高，就要學識「菜湯肉飯果」嘅開餐順序喇🍱：

1️⃣「菜🥦」：豐富膳食纖維，可降低血糖上升的速度
2️⃣「湯☕️」：水分令蔬菜嘅膳食纖維膨脹，進一步推高飽腹感
3️⃣「肉🍖」：蛋白質類食物消化時間較長，可避免血糖急升
4️⃣「飯🍚」：較後進食有效減少攝取分量及緩衝血糖
5️⃣「果🍎」：餐後半個鐘再進食水果，可避免升糖急升，同時補充維生素

喺飲食習慣上嘅小小改變，已有助穩定血糖。而除咗血糖，想變得更健康，血壓同體重都要好好控制！立即下載Emma by AXA手機應用程式參加「BeOnTrack健康同步計劃」，每日只需10港元*，就有專業團隊全力輔助，同你展開12個月嘅健康之旅💡！
🏃🏻‍♀️產品特點包括：
✔️可以選擇體重、血糖、或血壓重健方案 
✔️只需每日10港元*，即可展開12個月健康之旅 
✔️提供家庭醫生、營養師及私人健身教練等專業會面諮詢，全面分析你嘅飲食同運動習慣 
✔️提供化驗項目，如空腹血糖/膽固醇/尿液分析等 
✔️提供個人化健康監察服務，幫你控制好體重、血糖或血壓 
✔️透過Emma by AXA手機App，隨時Track住健康狀況

而家登入或下載Emma by AXA 手機App參加BeOnTrack健康同步計劃，投保指定危疾保障仲有2,000港元保費回贈🌟：https://bit.ly/3Pk6Eie

想知更多計劃詳情，立即Click入呢度啦：https://bit.ly/3PURpfI

受條款及細則約束。詳情請參閱相關推廣計劃宣傳網頁及單張。
*計劃為期12個月，參加者須為每個方案一次繳交費用3,650港元並須自費隨所選方案另行購買指定自我監測裝置。

參考資料：https://bit.ly/3oC74EZ 

 #AXA安盛  #BeOnTrack健康同步計劃  #365日健康應援  #菜湯肉飯果 
                    ",20        ,0        ,20221003
0,hsbc_hk,3 hours ago,"
                        【滙豐Mobile Banking獨家呈獻： Tyson Yoshi x Serrini 《DuoVerse》音樂會】
滙豐Mobile Banking首次搞 Music Show，就梗係要俾你最潮最digital嘅玩法啦！但到底全港首個《DuoVerse》有幾宇宙級？
✨Duo表演空間 - 貫穿現實 X 元宇宙，兩個空間實時同步
✨Duo表演嘉賓 - 唱作新星Tyson Yoshi💪同Serrini💎二人首次同台演出
✨Duo睇Show體驗 - 一邊聽歌，一邊透過自創嘅元宇宙角色同歌手互動
 
這些機會⋯⋯得HSBC HK App📱嘅香港用戶先有㗎*！即日起至2022年12月31日，做齊以下步驟即獲音樂會門票抽獎機會🎫。登入越多，中獎機會越大🎁
 
步驟1️⃣：登記參加抽獎
步驟2️⃣：每月登入Log on HSBC HK App📱
步驟3️⃣：查閱App內「個人預算」頁面📊
 
仲未用過HSBC HK App 📱？ 立即下載成為全新用戶，兼完成上述步驟，仲額外送多5次抽獎機會同港幣50元獎賞^！即刻登記👉http://grp.hsbc/DP1003TIA
 
 #HSBC  #HSBCMobileBanking  #全民Logon  #HSBCHKApp  #DuoVerse

*優惠須受條款及細則約束和適用於身處香港人士
+HSBC HK App新用戶成功首次登入後，需等三個工作天方可瀏覽「個人預算」頁面
^港幣50元PayMe獎賞為折扣優惠券，可於使用PayMe惠顧任何 PayMe for Business 商戶時自動扣減（儲值支付工具牌照編號：SVFB002）
 
【HSBC Mobile Banking Presents: Tyson Yoshi x Serrini 《DuoVerse》Music Show】
HSBC Mobile Banking’s first music show breaks boundaries in every sense to offer you the most sensational and digital music show experience in town! But what exactly is《DuoVerse》?
✨Duo stages: a live music show sychronised between real-world and the metaverse 🪐
✨Duo artists: the first on-stage collaboration between indie phenomena, Tyson Yoshi and Serrini
✨Duo live experiences: interact with your favourite artists as with your customised avatar while enjoying the show
 
Now, only HSBC HK App📱 users in Hong Kong* are in the race for the tickets. From today to 31 December 2022, follow the steps below to join the lucky draw. The more you log on, the higher your chances are in scoring tickets🎫!
 
Step 1️⃣: Register for the lucky draw
Step 2️⃣: Log on to HSBC HK App every month
Step 3️⃣: Visit the ‘Budget’ tab on the HSBC HK App+

Haven’t got the app? Download now and gain FIVE extra chances in the lucky draw as well as HKD50 reward^ as a new user🤩! 
Register now👉http://grp.hsbc/DP1003EIA
 
 #HSBC  #HSBCMobileBanking  #全民Logon  #HSBCHKApp  #DuoVerse

*The offers are intended for persons in Hong Kong, terms and conditions apply
^HKD50 PayMe discount vouchers will be automatically applied to your next purchase at any PayMe for Business merchant when you pay with PayMe (SVF license no: SVFB002)
@tysonyoshi @gwendolyn.spot
",11        ,0        ,20221003
1,hsbc_hk,5 hours ago,"
                        【 #ESG關你事 你收到一則ESG任務挑戰🏁】
ESG唔關你事？其實最關事！由你出世嚟到地球嗰刻起，ESG就已經同你密不可分🌏。

而家，終於有任務俾你哋啦！跟據圖片用你嘅出生年、月、日嘅最後一個數目字🗓搵出你「天生註定」嘅ESG任務，例如「我同BFF去印尼曬太陽發電🌞」。記得留言tag埋你嘅朋友，搵出同你肩負一樣任務嘅超級人類！

十月係ESG關注月，我哋會陸續推出同環境 (Environment)、社會(Social) 及治理 (Governance) 關事嘅 post 同活動，記得留意喇👏🏻！

更多可持續發展資訊：
http://grp.hsbc/ESG-IG1-TC

*為保障你的私隱，切勿透露任何個人資料（包括出生日期）

 #滙豐  #ESG關你事  #ESG任務  #ESG關注月

【 #ESGmatters ESG Mission received 🏁】
Does ESG matter to you? Yes, it’s all about you! From the moment you were brought into the world, ESG has been deeply intertwined to you 🌏.

Now, you were assigned with a challenge. Find your ESG mission according to last digits of your date of birth (each for YYYY/MM/DD) 🗓 and the image shown. For instance, “I go to Indonesia to have a ‘solar’ bath with my besties and generate electricity 🌞.” Don’t forget to tag your friends and identify another superhuman carrying the mission!

The October is ESG month. We will launch more content and activities related to Environment, Social and Governance. Keep an eye out 👏🏻!

To learn more: http://grp.hsbc/ESG-IG1-EN

*In the interest of your security, please don’t post your personal details (including your date of birth)

 #HSBC  #ESGmatters  #ESGmission  #ESGmonth 
                    ",27        ,3        ,20221003
